date,sales,split,pred_tree,id,pred_seq,rolling_cv_14,trend_accel,has_event,snap_active,volatile_regime,disagreement_raw,disagreement_norm,alpha_optimal,alpha_tree_gate,alpha_seq_gate,pred_learned_fusion,pred_fixed_60_40
2016-04-05,0,test,0.3354261513757502,FOODS_1_004_CA_1_validation,0.17496133,0.0,0.0,0,1,0,0.16046482137575022,0.03970852585525321,0.0,0.16764863041195657,0.8323513695880435,0.20186303753294377,0.27124022282545013
2016-04-06,0,test,0.3354261513757502,FOODS_1_004_CA_1_validation,0.17496133,0.0,0.0,0,1,0,0.16046482137575022,0.03970852585525321,0.0,0.16764863041195657,0.8323513695880435,0.20186303753294377,0.27124022282545013
2016-04-07,0,test,0.3154602853021055,FOODS_1_004_CA_1_validation,0.17496133,0.0,0.0,0,1,0,0.14049895530210552,0.034767784935152354,0.0,0.1658580458263042,0.8341419541736959,0.1982642121670445,0.2592607031812633
2016-04-08,0,test,0.5749403188941453,FOODS_1_004_CA_1_validation,0.17496133,0.0,0.0,0,1,0,0.3999789888941453,0.09897855421450906,0.0,0.1905835766830795,0.8094164233169205,0.25119075630152793,0.4149487233364872
2016-04-09,0,test,0.636821923327684,FOODS_1_004_CA_1_validation,0.17496133,0.0,0.0,0,1,0,0.4618605933276839,0.11429173793008363,0.0,0.19695735923182653,0.8030426407681734,0.2659281727950652,0.45207768599661036
2016-04-10,0,test,0.6122606849902721,FOODS_1_004_CA_1_validation,0.17496133,0.0,0.0,0,1,0,0.43729935499027206,0.10821382902022743,0.0,0.19440508602951026,0.8055949139704898,0.25997454872753323,0.4373409429941632
2016-04-11,0,test,0.1312159855047681,FOODS_1_004_CA_1_validation,0.17496133,0.0,0.0,0,0,0,0.0437453444952319,0.010825196002731994,0.0,0.4417378204290096,0.5582621795709903,0.15563735686876007,0.14871412330286085
2016-04-12,0,test,0.0967936527043338,FOODS_1_004_CA_1_validation,0.17496133,0.0,0.0,0,0,0,0.0781676772956662,0.019343325274215662,0.0,0.44714297283455406,0.5528570271654459,0.14000920239444373,0.1280607236226003
2016-04-13,0,test,0.0967936527043338,FOODS_1_004_CA_1_validation,0.17496133,0.0,0.0,0,0,0,0.0781676772956662,0.019343325274215662,0.0,0.44714297283455406,0.5528570271654459,0.14000920239444373,0.1280607236226003
2016-04-14,0,test,0.0768277866306892,FOODS_1_004_CA_1_validation,0.17496133,0.0,0.0,0,0,0,0.0981335433693108,0.02428406619431649,0.0,0.4502865696220768,0.5497134303779232,0.13077311339137374,0.11608120397841352
2016-04-15,0,test,0.416725982136596,FOODS_1_004_CA_1_validation,0.17496133,0.0,0.0,0,0,0,0.241764652136596,0.05982693189663259,0.0,0.47305796002058276,0.5269420399794172,0.2893300231448239,0.32002012128195756
2016-04-16,0,test,0.4556882911651169,FOODS_1_004_CA_1_validation,0.17496133,0.0,0.0,0,0,0,0.28072696116511686,0.06946852088900467,0.0,0.47927423351203574,0.5207257664879643,0.30950652913857446,0.3433975066990701
2016-04-17,0,test,0.4311270528277046,FOODS_1_004_CA_1_validation,0.17496133,0.0,0.0,0,0,0,0.25616572282770456,0.06339061197914836,0.0,0.4753539724652115,0.5246460275347885,0.29673072395557165,0.3286607636966227
2016-04-18,0,test,0.1312159855047681,FOODS_1_004_CA_1_validation,0.17496133,0.0,0.0,0,0,0,0.0437453444952319,0.010825196002731994,0.0,0.4417378204290096,0.5582621795709903,0.15563735686876007,0.14871412330286085
2016-04-19,0,test,0.0967936527043338,FOODS_1_004_CA_1_validation,0.17496133,0.0,0.0,0,0,0,0.0781676772956662,0.019343325274215662,0.0,0.44714297283455406,0.5528570271654459,0.14000920239444373,0.1280607236226003
2016-04-20,0,test,0.0967936527043338,FOODS_1_004_CA_1_validation,0.17496133,0.0,0.0,0,0,0,0.0781676772956662,0.019343325274215662,0.0,0.44714297283455406,0.5528570271654459,0.14000920239444373,0.1280607236226003
2016-04-21,0,test,0.0768277866306892,FOODS_1_004_CA_1_validation,0.17496133,0.0,0.0,0,0,0,0.0981335433693108,0.02428406619431649,0.0,0.4502865696220768,0.5497134303779232,0.13077311339137374,0.11608120397841352
2016-04-22,0,test,0.416725982136596,FOODS_1_004_CA_1_validation,0.17496133,0.0,0.0,0,0,0,0.241764652136596,0.05982693189663259,0.0,0.47305796002058276,0.5269420399794172,0.2893300231448239,0.32002012128195756
2016-04-23,0,test,0.4556882911651169,FOODS_1_004_CA_1_validation,0.17496133,0.0,0.0,0,0,0,0.28072696116511686,0.06946852088900467,0.0,0.47927423351203574,0.5207257664879643,0.30950652913857446,0.3433975066990701
2016-04-24,0,test,0.4311270528277046,FOODS_1_004_CA_1_validation,0.17496133,0.0,0.0,0,0,0,0.25616572282770456,0.06339061197914836,0.0,0.4753539724652115,0.5246460275347885,0.29673072395557165,0.3286607636966227
2016-02-29,10,val,7.163680830473641,FOODS_1_018_CA_1_validation,6.98771,0.6839396686159119,-0.0714285714285711,0,0,1,0.17597083047364137,0.043545633315296484,0.5,0.395472949635999,0.604527050364001,7.057301703377307,7.0932924982841845
2016-03-01,10,val,7.767736131045601,FOODS_1_018_CA_1_validation,7.0017233,0.6080933474945465,0.5714285714285703,0,1,0,0.7660128310456011,0.1895570633254491,0.5,0.7137173962891944,0.2862826037108056,7.548439983297982,7.461330998627361
2016-03-02,4,val,8.254296283723685,FOODS_1_018_CA_1_validation,8.042779,0.6506097682680446,-0.3571428571428567,0,1,0,0.21151728372368517,0.05234193674080992,1.0,0.05705292318369958,0.9429470768163004,8.054846679340312,8.16968937023421
2016-03-03,8,val,7.281406816117205,FOODS_1_018_CA_1_validation,8.616067,0.5825286379334693,0.4285714285714297,0,1,0,1.3346601838827938,0.33027418698573396,1.0,0.6865655325303209,0.31343446746967907,7.699735320105493,7.815270889670323
2016-03-04,5,val,10.604176558112894,FOODS_1_018_CA_1_validation,10.96501,0.4868320262587786,-1.071428571428572,0,1,0,0.360833441887106,0.0892916212648429,1.0,0.01315769295453111,0.9868423070454689,10.960262264363923,10.748509934867736
2016-03-05,7,val,10.330915751858452,FOODS_1_018_CA_1_validation,11.563178,0.4913287477581954,-0.1428571428571432,0,1,0,1.2322622481415486,0.30493485688181954,1.0,0.1889455825194867,0.8110544174805133,11.330347491708123,10.82382065111507
2016-03-06,20,val,9.21975416527255,FOODS_1_018_CA_1_validation,8.529998,0.6123724356957952,0.9285714285714288,0,1,0,0.6897561652725486,0.17068663578548324,1.0,0.8905053853956213,0.1094946146043787,9.144229579785037,8.943851699163531
2016-03-07,15,val,10.074741662058742,FOODS_1_018_CA_1_validation,9.068063,0.5495015923543813,0.9285714285714288,0,1,0,1.0066786620587411,0.2491120816237181,1.0,0.9078141817440957,0.09218581825590433,9.981940165876098,9.672070197235245
2016-03-08,9,val,10.624971265100829,FOODS_1_018_CA_1_validation,9.317857,0.5058780565531162,0.3571428571428576,0,1,0,1.3071142651008287,0.32345769089155846,1.0,0.6219096091942476,0.37809039080575235,10.130763921781082,10.102125559060497
2016-03-09,7,val,8.518837988995806,FOODS_1_018_CA_1_validation,8.361819,0.486412105725934,0.1428571428571423,0,1,0,0.15701898899580513,0.03885582229706014,0.0,0.2433730321254372,0.7566269678745627,8.400033187453179,8.456030393397484
2016-03-10,8,val,8.35115703938296,FOODS_1_018_CA_1_validation,8.791961,0.4703086858135595,0.1428571428571423,0,1,0,0.44080396061704086,0.10908107656987663,0.0,0.28155509253723826,0.7184449074627617,8.667850400077688,8.527478623629776
2016-03-11,14,val,9.831331549212878,FOODS_1_018_CA_1_validation,10.714765,0.4457336967013125,0.5714285714285712,0,0,0,0.8834334507871215,0.2186138975584671,0.0,0.8946816122498091,0.10531838775019087,9.924373335934366,10.184704929527726
2016-03-12,24,val,14.026885066282814,FOODS_1_018_CA_1_validation,14.287444,0.5297830550990528,0.5714285714285712,0,0,0,0.26055893371718675,0.0644777532397496,1.0,0.8554305638363481,0.14456943616365192,14.06455392441771,14.131108639769689
2016-03-13,3,val,17.095905082503656,FOODS_1_018_CA_1_validation,17.864038,0.5863525852471543,-0.428571428571427,0,0,0,0.7681329174963452,0.19008169861262902,0.0,0.21420263412723956,0.7857973658727604,17.69950190571244,17.403158249502194
2016-03-14,5,val,8.6339235442896,FOODS_1_018_CA_1_validation,9.697726,0.6239657429687264,-0.3571428571428576,0,0,0,1.0638024557104,0.26324790041390334,0.0,0.2984754647194434,0.7015245352805566,9.380207067662152,9.05944452657376
2016-03-15,5,val,7.863360443866889,FOODS_1_018_CA_1_validation,6.9580173,0.6616814711099342,-0.3571428571428576,0,0,1,0.9053431438668893,0.22403565671215347,1.0,0.27622683293590455,0.7237731670640954,7.208097369350586,7.501223186320134
2016-03-16,3,val,7.462470289444233,FOODS_1_018_CA_1_validation,6.8341274,0.6743291447357274,-0.0714285714285711,0,0,1,0.6283428894442329,0.1554893443780782,1.0,0.470070395665268,0.529929604334732,7.129492790654508,7.211133133666539
2016-03-17,6,val,7.001381297015879,FOODS_1_018_CA_1_validation,6.782918,0.69082915094649,-0.1428571428571423,1,0,1,0.2184632970158793,0.054060792911522645,0.0,0.963551620134982,0.03644837986501803,6.993418663779679,6.9139959782095275
2016-03-18,13,val,9.403579376829857,FOODS_1_018_CA_1_validation,9.061064,0.6448757729471546,0.5714285714285712,0,0,0,0.3425153768298568,0.0847586441692543,0.0,0.863033586576777,0.13696641342322302,9.356666274123167,9.266573226097915
2016-03-19,14,val,12.037300266667977,FOODS_1_018_CA_1_validation,12.161775,0.6165437212375685,0.5,0,0,0,0.12447473333202375,0.030802440836963197,1.0,0.8151341046412467,0.1848658953587533,12.060311399694944,12.087090160000786
2016-03-20,22,val,12.048133833645412,FOODS_1_018_CA_1_validation,12.013221,0.6315308889485368,0.1428571428571423,0,0,0,0.03491283364541253,0.008639508308445504,1.0,0.5596390552363739,0.4403609447636261,12.032759585236942,12.034168700187248
2016-03-21,11,val,9.971393547171658,FOODS_1_018_CA_1_validation,9.70579,0.63744727730145,-0.2857142857142847,0,0,0,0.2656035471716578,0.06572609017783497,1.0,0.24508979041714432,0.7549102095828557,9.770886717710352,9.865152128302995
2016-03-22,11,val,8.961334734596827,FOODS_1_018_CA_1_validation,8.506414,0.6279110361314939,0.1428571428571423,0,0,0,0.45492073459682736,0.11257440476332845,1.0,0.6270233595639322,0.3729766404360678,8.791659927342195,8.779366440758096
2016-03-23,5,val,8.68984104295734,FOODS_1_018_CA_1_validation,8.411771,0.6465078960377257,-0.1428571428571423,0,0,0,0.2780700429573404,0.06881104154590469,1.0,0.35225318148765417,0.6477468185123458,8.509722057308132,8.578613025774404
2016-03-24,11,val,8.239686271952097,FOODS_1_018_CA_1_validation,8.304058,0.6303559970865426,0.2142857142857135,1,0,0,0.06437172804790237,0.015929388171330015,0.0,0.9809967538847564,0.01900324611524362,8.240909543743056,8.265434963171257
2016-03-25,11,val,11.564231749044914,FOODS_1_018_CA_1_validation,11.502416,0.6363056284534342,-0.2142857142857135,0,0,0,0.06181574904491427,0.015296887181670889,1.0,0.26806324750494265,0.7319367524950573,11.51898653043593,11.539505449426947
2016-03-26,43,val,15.00796497918648,FOODS_1_018_CA_1_validation,14.683579,0.8955147934788245,1.357142857142856,0,0,1,0.3243859791864807,0.08027235459568827,0.0,0.9778709968507255,0.022129003149274462,15.000786640831482,14.878210587511887
2016-03-27,16,val,21.343646736228692,FOODS_1_018_CA_1_validation,20.190186,0.8092338013208883,0.9285714285714288,1,0,1,1.1534607362286913,0.28543468328366034,0.0,0.9938333237388707,0.0061666762611293224,21.336533717288447,20.88226244173722
2016-03-28,6,test,12.290471455711415,FOODS_1_018_CA_1_validation,13.576604,0.8003999962508651,0.0714285714285711,0,0,1,1.2861325442885843,0.3182655671835853,0.0,0.6968110597643855,0.3031889402356145,12.680412618816806,12.80492447342685
2016-03-29,4,test,9.90650285235407,FOODS_1_018_CA_1_validation,9.169514,0.809835047130017,-0.0714285714285711,0,0,1,0.7369888523540702,0.18237480743650109,0.0,0.48723423471452987,0.5127657652854701,9.528600199469874,9.611707311412442
2016-03-30,5,test,8.704305843900185,FOODS_1_018_CA_1_validation,7.8438826,0.7903966536811934,0.1428571428571423,0,0,1,0.8604232439001853,0.2129198059359483,0.0,0.6886618091345305,0.31133819086546954,8.436423227765703,8.360136546340112
2016-03-31,15,test,8.89578565774768,FOODS_1_018_CA_1_validation,8.640208,0.7391622573430278,0.6428571428571441,0,0,1,0.25557765774768093,0.06324508975667936,0.2,0.8820104150095366,0.11798958499046341,8.865630155977197,8.793554594648608
2016-04-01,17,test,14.665059078626957,FOODS_1_018_CA_1_validation,14.284598,0.7271008337949336,0.2857142857142847,0,1,1,0.380461078626956,0.09414866416234388,0.0,0.3881729181562639,0.6118270818437361,14.432282687135508,14.512874647176174
2016-04-02,16,test,19.84592606282417,FOODS_1_018_CA_1_validation,18.879848,0.7210111040514777,0.1428571428571441,0,1,1,0.9660780628241703,0.2390650823461034,0.0,0.3577182400435894,0.6422817599564106,19.22543174437818,19.4594948376945
2016-04-03,16,test,18.343694635104946,FOODS_1_018_CA_1_validation,15.38178,0.7250279922335058,-0.4285714285714288,0,1,1,2.9619146351049466,0.7329535711363813,0.0,0.2070065639259479,0.792993436074052,15.994915771255052,17.15892878106297
2016-04-04,3,test,11.927591415356558,FOODS_1_018_CA_1_validation,10.492486,0.7870280221980399,-0.5714285714285712,0,1,1,1.4351054153565581,0.35513030209443536,0.0,0.05877657616302053,0.9412234238369794,10.576836582747667,11.353549249213934
2016-04-05,5,test,9.541521656619054,FOODS_1_018_CA_1_validation,7.4547157,0.831118445559985,-0.4285714285714288,0,1,1,2.0868059566190533,0.5163997166037207,0.0,0.126589188434479,0.873410811565521,7.718882772468643,8.706799273971432
2016-04-06,4,test,8.905260911768018,FOODS_1_018_CA_1_validation,7.508239,0.8407052828135739,-0.0714285714285711,0,1,1,1.397021911768018,0.34570618175491835,0.0,0.248578134421199,0.751421865578801,7.85550810057283,8.34645214706081
2016-04-07,2,test,9.44842197525376,FOODS_1_018_CA_1_validation,8.475969,0.918043614228984,-0.6428571428571441,0,1,1,0.972452975253761,0.2406426142491404,0.0,0.03865275029434908,0.9613472497056509,8.51355698202548,9.059440785152256
2016-04-08,11,test,8.848739662727853,FOODS_1_018_CA_1_validation,9.44065,0.918043614228984,0.0,0,1,1,0.5919103372721466,0.14647376745913132,0.0,0.19751537503012817,0.8024846249698718,9.323738607749481,9.085503797636711
2016-04-09,5,test,13.352546496608202,FOODS_1_018_CA_1_validation,13.979138,0.6537522466500597,-2.714285714285713,0,1,1,0.6265915033917988,0.15505594746435367,0.0,0.004472827758069524,0.9955271722419304,13.976335364130659,13.603183097964923
2016-04-10,5,test,10.734768053400456,FOODS_1_018_CA_1_validation,7.64153,0.6809674342743066,-0.7857142857142865,0,1,1,3.093238053400456,0.7654507833357869,0.0,0.07764285804191287,0.9223571419580872,7.8816978430700155,9.497472832040273
2016-04-11,3,test,6.232972898390808,FOODS_1_018_CA_1_validation,5.6393642,0.7176911377010474,-0.2142857142857135,0,0,1,0.593608698390808,0.14689404285540653,0.0,0.34064202565777385,0.6593579743422262,5.841572269467919,5.995529419034485
2016-04-12,2,test,6.029901937718607,FOODS_1_018_CA_1_validation,4.7701826,0.7475364679493101,-0.1428571428571432,0,0,1,1.2597193377186073,0.3117293713556655,0.0,0.5124908702036005,0.4875091297963995,5.415777259599713,5.526014202631164
2016-04-13,5,test,5.644161759347453,FOODS_1_018_CA_1_validation,4.6562915,0.7475364679493101,0.0,0,0,1,0.9878702593474529,0.24445776587429696,0.0,0.593364770422774,0.406635229577226,5.242458909645188,5.249013655608472
2016-04-14,11,test,6.388772303868958,FOODS_1_018_CA_1_validation,6.719964,0.7372853881569499,-0.2857142857142856,0,0,1,0.33119169613104216,0.08195649311863491,0.35000000000000003,0.25114782174620254,0.7488521782537975,6.636785926936259,6.521248982321374
2016-04-15,4,test,9.453188066169648,FOODS_1_018_CA_1_validation,11.550363,0.7400152091783839,-0.9285714285714288,0,0,1,2.0971749338303525,0.5189656173173935,0.35000000000000003,0.09890991835934636,0.9010900816406536,11.342931598509573,10.29205803970179
2016-04-16,7,test,8.78790822998361,FOODS_1_018_CA_1_validation,10.602926,0.6826455088404058,-0.6428571428571423,0,0,1,1.8150177700163894,0.4491431793618751,1.0,0.1988482548702252,0.8011517451297748,10.242012883873793,9.513915337990166
2016-04-17,6,test,8.958566898980903,FOODS_1_018_CA_1_validation,6.9466457,0.5433686645436253,-0.7142857142857144,0,0,0,2.011921198980903,0.49786878060575607,1.0,0.18180495806257516,0.8181950419374249,7.31242294920593,8.153798419388542
2016-04-18,6,test,5.550153259531956,FOODS_1_018_CA_1_validation,5.4625654,0.5094462467935597,0.2142857142857144,0,0,0,0.08758785953195591,0.021674437767806958,1.0,0.6268143891964691,0.37318561080353085,5.517466730673549,5.515118115719174
2016-04-19,5,test,5.593768407839368,FOODS_1_018_CA_1_validation,5.552122,0.5094462467935597,0.0,0,0,0,0.04164640783936857,0.010305794430765498,0.0,0.4372531109634967,0.5627468890365033,5.570332021388218,5.577109844703621
2016-04-20,1,test,5.491312461635378,FOODS_1_018_CA_1_validation,6.1446686,0.5737596774292711,-0.2142857142857144,0,0,0,0.6533561383646225,0.16167910754837064,0.0,0.3520648135873098,0.6479351864126902,5.914644892940535,5.752654916981227
2016-04-21,9,test,4.848976668719927,FOODS_1_018_CA_1_validation,6.4488115,0.5246793892830768,0.5,0,0,0,1.5998348312800728,0.3958941418895928,0.0,0.9139229446498187,0.08607705535018129,4.9866857400431694,5.4889106012319555
2016-04-22,25,test,7.427715141335516,FOODS_1_018_CA_1_validation,10.824271,0.8731982529256981,1.0,0,0,1,3.3965558586644837,0.8405096205901027,0.0,0.9864414417488907,0.013558558251109298,7.473767541798365,8.78633748480131
2016-04-23,22,test,13.56743369612073,FOODS_1_018_CA_1_validation,17.298578,0.8965870383748761,1.2142857142857144,0,0,1,3.731144303879269,0.9233066711446867,0.0,0.9906430649992026,0.009356935000797373,13.602345770850723,15.059891417672437
2016-04-24,13,test,15.273291085155115,FOODS_1_018_CA_1_validation,13.121465,0.8442764761416077,0.5714285714285712,0,0,1,2.1518260851551148,0.5324895575604519,0.0,0.9477558620024669,0.052244137997533135,15.16087078621558,14.41256065109307
2016-02-29,2,val,4.102675027167098,FOODS_1_032_CA_1_validation,4.180493,0.9424510615471808,0.0714285714285716,0,0,0,0.07781797283290182,0.01925678762326935,0.0,0.502656717104994,0.49734328289500596,4.141377273244048,4.133802216300259
2016-03-01,1,val,4.017533045450337,FOODS_1_032_CA_1_validation,3.3018534,0.9424510615471808,0.0,0,1,0,0.7156796454503369,0.17710164422205146,0.0,0.2109573628216314,0.7890426371783685,3.4528312906293235,3.731261187270202
2016-03-02,0,val,3.614767317522592,FOODS_1_032_CA_1_validation,3.0540643,0.9870962335856496,-0.0714285714285716,0,1,1,0.560703017522592,0.13875122333684925,1.0,0.15627299253127852,0.8437270074687215,3.1416870384695734,3.390486110513555
2016-03-03,0,val,2.02546887470494,FOODS_1_032_CA_1_validation,2.51549,0.9870962335856496,0.0,0,1,1,0.4900211252950597,0.1212603258245342,1.0,0.18600879515180682,0.8139912048481932,2.4243417608849334,2.221477324822964
